feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
32.05,31.0,A,384.3,Yes,5,6.86,1
30.17,12.0,A,1354.47,No,9,10.16,0
33.54,87.0,B,1164.51,Yes,4,59.85,1
28.97,63.0,C,1164.84,Yes,5,2.37,1
32.01,39.0,C,845.34,Yes,1,25.34,1
27.28,55.0,A,695.98,Yes,8,26.97,1
29.7,0.0,B,818.68,Yes,9,12.48,0
36.61,48.0,A,946.11,Yes,4,19.57,0
29.81,23.0,C,759.3,Yes,7,12.45,1
38.82,65.0,B,471.43,Yes,1,2.69,0
30.42,77.0,C,691.51,Yes,6,14.63,0
25.05,22.0,A,1000.21,No,4,16.29,0
28.57,84.0,C,1079.22,No,4,,0
34.05,2.0,C,895.92,Yes,5,24.84,0
21.25,19.0,A,1035.31,No,1,24.22,0
26.1,69.0,B,1031.37,Yes,1,6.69,0
28.25,77.0,C,849.63,Yes,2,17.29,0
23.49,29.0,B,710.54,Yes,4,4.5,0
37.1,14.0,C,947.43,Yes,3,8.12,0
18.97,52.0,C,1477.89,No,6,32.88,0
36.33,11.0,A,772.9,No,4,13.94,1
24.65,46.0,B,1063.53,Yes,8,29.44,0
32.96,87.0,C,1225.23,No,2,63.0,0
29.74,45.0,C,927.84,No,3,11.49,1
36.04,74.0,A,1309.56,Yes,3,45.72,0
33.25,96.0,C,558.68,No,3,3.79,0
28.37,97.0,C,1257.61,No,9,29.84,1
39.17,65.0,A,917.39,Yes,5,77.71,1
32.15,6.0,C,1497.68,No,2,1.47,0
27.99,48.0,B,345.06,Yes,1,25.63,1
19.42,46.0,C,859.03,Yes,7,32.85,0
31.06,89.0,B,1527.88,Yes,8,,0
35.78,,B,1093.13,Yes,8,0.98,1
31.61,56.0,C,760.64,No,4,48.78,0
,19.0,B,1270.21,No,6,19.89,1
27.52,,C,1039.98,Yes,3,33.01,0
32.3,38.0,B,1381.07,Yes,7,70.85,0
24.14,51.0,A,618.97,No,7,40.25,1
25.8,81.0,B,876.55,Yes,6,6.36,1
30.46,58.0,B,698.55,No,7,18.79,0
40.79,2.0,B,1262.76,Yes,1,108.12,1
24.57,87.0,C,943.24,Yes,5,3.35,0
27.83,14.0,A,1256.51,No,4,58.22,1
33.87,14.0,B,1140.21,No,3,39.87,1
32.38,87.0,C,1339.74,Yes,7,26.23,0
29.52,13.0,B,1481.16,No,2,2.44,1
22.53,42.0,B,1050.48,Yes,4,36.13,1
24.21,,B,1164.13,Yes,4,22.73,0
32.82,23.0,B,773.5,No,6,25.1,0
28.9,53.0,A,995.24,No,3,3.31,0
26.29,69.0,B,1117.19,No,5,,1
35.53,35.0,C,1293.65,Yes,3,9.97,0
26.08,66.0,A,1161.55,No,7,10.83,0
24.97,91.0,C,962.22,Yes,7,2.06,1
31.2,26.0,A,1512.6,No,5,1.44,0
28.75,76.0,A,865.66,No,3,14.57,1
33.55,84.0,B,712.61,Yes,5,25.21,1
26.34,36.0,C,813.01,Yes,7,16.83,1
31.68,89.0,B,1081.36,Yes,9,20.94,0
34.45,30.0,A,1124.93,No,8,30.94,1
27.21,17.0,C,1243.4,No,5,23.69,1
35.44,50.0,C,1607.48,Yes,1,26.77,1
31.22,9.0,A,,No,8,57.03,0
23.84,25.0,C,972.19,No,3,114.41,1
28.24,,C,1060.32,No,3,36.82,1
34.91,47.0,C,924.59,No,3,23.03,0
22.38,5.0,C,870.07,No,3,20.41,0
36.68,72.0,B,761.77,No,1,26.44,1
28.87,39.0,A,1149.9,Yes,6,22.78,0
27.88,64.0,C,861.37,No,2,31.86,0
33.04,8.0,B,871.09,Yes,9,11.22,0
28.45,71.0,A,875.83,No,3,1.08,1
30.55,7.0,C,840.53,Yes,9,33.48,0
24.35,24.0,C,1190.11,Yes,6,88.35,1
28.18,95.0,A,1077.84,Yes,2,,0
37.81,0.0,B,,No,3,4.9,1
22.25,97.0,C,415.89,No,8,0.28,0
,85.0,C,1146.3,No,6,2.66,0
30.24,46.0,A,1104.26,No,6,49.33,0
29.4,70.0,A,830.77,No,8,7.14,1
32.46,92.0,C,707.05,No,7,3.52,1
36.1,23.0,C,1475.43,Yes,3,54.59,0
37.73,5.0,B,1571.4,Yes,5,48.04,0
39.12,50.0,B,1205.23,No,2,5.31,1
,22.0,A,779.88,Yes,1,5.71,0
20.9,,C,1316.9,No,6,11.2,1
38.04,10.0,C,1364.53,No,2,,1
34.8,85.0,A,1264.68,Yes,3,15.02,0
34.63,57.0,A,805.97,No,3,2.29,0
18.08,16.0,B,718.03,No,9,13.04,1
37.55,75.0,A,770.17,Yes,9,10.53,0
34.15,39.0,A,1492.16,No,8,,0
27.26,70.0,B,1134.95,No,5,19.42,0
30.56,37.0,A,232.17,Yes,6,16.93,1
29.52,40.0,B,1247.32,Yes,3,10.97,0
36.8,24.0,C,1284.49,Yes,9,35.32,0
22.71,58.0,B,968.63,Yes,5,15.53,0
32.15,90.0,C,893.1,Yes,2,39.41,1
29.93,89.0,C,887.28,Yes,5,8.98,0
26.41,57.0,A,1063.31,Yes,7,68.16,1
27.52,44.0,B,1065.16,No,4,1.31,0
36.85,30.0,A,1310.39,No,9,5.7,0
20.94,97.0,B,639.48,No,8,170.74,0
34.36,54.0,A,1031.1,Yes,9,19.84,0
35.14,20.0,A,1114.8,Yes,5,26.7,1
31.77,37.0,A,911.21,No,9,5.33,0
33.42,40.0,C,1218.73,No,8,,1
20.55,,C,,No,2,29.34,0
30.44,40.0,A,894.54,No,9,48.5,1
,50.0,C,1158.9,Yes,8,102.82,0
34.71,79.0,C,665.7,No,9,3.17,1
24.4,44.0,B,1290.68,Yes,7,11.27,0
,19.0,C,695.67,Yes,8,28.93,0
25.03,32.0,B,389.23,No,4,39.85,0
,40.0,A,1067.57,No,4,,1
26.91,39.0,B,414.15,Yes,1,13.34,0
33.13,14.0,B,695.0,Yes,4,4.36,1
30.98,11.0,C,1050.95,Yes,4,36.17,0
26.61,90.0,B,858.62,No,3,13.9,0
23.85,46.0,C,843.54,No,7,10.17,0
27.36,74.0,C,1047.69,No,6,3.43,1
34.52,8.0,B,1016.71,No,8,5.19,0
31.62,46.0,A,698.52,No,4,27.25,0
29.64,13.0,C,1147.2,Yes,1,35.95,1
22.83,38.0,C,789.59,No,4,1.45,1
22.44,43.0,A,1125.93,Yes,5,5.32,0
38.17,31.0,C,1477.33,Yes,3,32.41,0
31.42,92.0,C,856.69,Yes,1,5.2,1
28.48,27.0,B,740.88,Yes,5,,0
28.26,73.0,C,1502.51,Yes,1,63.71,0
29.81,23.0,B,794.16,No,5,9.58,0
28.8,79.0,A,1513.0,No,6,59.62,1
32.92,61.0,B,722.58,Yes,2,47.8,0
35.12,64.0,B,,Yes,5,30.52,1
30.01,5.0,A,1330.55,Yes,6,4.42,0
,28.0,A,788.59,No,8,6.67,0
37.33,,B,659.79,Yes,5,7.54,0
16.3,48.0,C,929.41,Yes,3,6.52,0
30.65,87.0,C,1367.84,No,9,3.79,0
27.57,46.0,C,1276.95,Yes,1,15.08,0
32.0,48.0,A,1078.13,Yes,5,3.32,0
26.59,82.0,A,1675.29,No,8,31.5,0
25.13,62.0,C,1199.57,No,2,72.91,0
31.22,3.0,C,714.22,Yes,4,10.88,0
32.84,28.0,B,1175.45,Yes,5,2.18,0
20.19,27.0,B,,Yes,3,1.33,0
30.32,9.0,B,887.61,Yes,1,44.56,1
27.47,9.0,B,1181.32,Yes,2,35.35,0
31.22,29.0,C,1909.11,Yes,6,14.2,1
30.74,87.0,A,787.83,Yes,1,5.66,0
31.7,20.0,A,894.01,No,3,13.46,0
28.33,9.0,B,909.55,No,9,28.81,0
30.5,83.0,B,1093.97,Yes,9,,1
34.95,31.0,C,897.91,Yes,3,4.39,0
32.71,85.0,C,377.01,No,2,30.97,1
26.77,98.0,B,823.7,No,5,12.79,0
17.56,,A,1051.58,No,6,5.01,1
27.38,86.0,C,910.3,Yes,5,8.3,1
41.91,97.0,C,569.07,No,1,4.21,0
31.78,88.0,C,959.91,No,5,42.0,0
27.22,99.0,C,1149.61,Yes,6,68.66,1
27.44,89.0,C,961.58,Yes,3,21.01,0
35.85,63.0,B,1330.32,No,6,43.38,1
25.01,2.0,A,776.86,No,2,8.7,1
30.91,31.0,A,1052.45,No,6,17.94,1
27.76,9.0,B,768.67,No,6,41.06,1
22.79,89.0,A,1059.95,No,7,12.96,0
25.95,35.0,B,973.88,Yes,5,16.88,1
31.1,57.0,C,1068.47,No,7,7.1,1
40.75,10.0,C,1123.11,No,4,32.49,1
29.51,6.0,C,1057.83,No,2,31.7,1
32.41,79.0,A,1353.37,Yes,7,13.83,0
28.58,37.0,A,1067.15,Yes,4,5.63,1
27.96,59.0,C,1128.89,Yes,7,0.53,1
,51.0,B,794.06,No,5,57.01,1
27.6,95.0,B,858.24,Yes,9,13.62,1
,63.0,C,1170.02,Yes,2,83.99,1
24.52,,C,1292.99,Yes,1,0.68,1
40.37,43.0,C,1237.41,Yes,9,16.7,0
29.33,71.0,C,455.61,Yes,6,,1
31.27,,C,1188.72,No,4,35.23,0
37.69,21.0,B,935.81,Yes,9,9.17,1
38.07,76.0,B,1337.81,No,2,17.95,0
29.31,16.0,C,1120.33,Yes,5,20.96,0
35.65,63.0,C,1021.04,Yes,3,27.42,0
24.33,50.0,A,1528.45,No,3,7.32,1
22.67,44.0,B,1027.69,Yes,5,23.4,1
27.37,49.0,C,1414.09,No,3,51.42,0
27.79,32.0,C,1342.51,Yes,8,39.73,1
32.11,95.0,A,920.17,No,2,12.04,1
,25.0,B,1258.37,Yes,3,,0
34.19,91.0,C,453.31,Yes,6,12.4,0
31.59,66.0,C,917.13,Yes,6,10.69,0
30.83,22.0,B,1033.78,Yes,1,19.08,0
28.57,47.0,C,725.05,No,8,11.76,0
36.62,97.0,A,6761.2,Yes,2,9.52,0
25.11,0.0,B,808.89,No,6,88.56,0
33.26,80.0,A,725.16,Yes,9,14.28,0
34.08,61.0,A,1025.61,Yes,9,,0
31.6,70.0,C,986.08,No,9,1.97,1
21.2,81.0,C,825.44,No,6,55.29,0
34.9,37.0,A,1037.62,No,7,10.97,0
,,B,693.48,No,6,23.88,0
28.44,37.0,A,1283.48,No,7,,0
30.23,86.0,B,1422.28,Yes,2,24.82,0
22.64,81.0,A,502.7,No,1,14.23,0
28.63,56.0,A,502.33,No,7,10.38,0
25.9,70.0,B,1042.45,No,7,6.02,1
25.51,15.0,C,1390.14,Yes,3,48.49,0
28.86,10.0,A,932.49,Yes,9,,1
35.37,97.0,A,766.19,Yes,1,5.08,1
27.59,96.0,B,1246.11,No,3,7.89,1
33.47,96.0,C,862.84,No,7,15.46,1
35.85,7.0,C,1376.11,Yes,9,2.24,0
25.92,78.0,C,795.12,No,7,22.42,0
25.17,93.0,C,706.85,No,7,9.29,0
32.08,8.0,B,1426.5,No,2,55.02,1
38.21,24.0,A,915.37,Yes,1,3.13,0
21.6,37.0,A,931.39,Yes,6,22.87,0
37.6,36.0,C,1111.99,No,6,17.93,0
22.45,24.0,C,1530.22,No,2,35.21,0
,53.0,C,,No,6,20.58,0
34.31,76.0,C,1638.84,Yes,9,7.16,0
25.16,30.0,A,1333.89,Yes,9,,0
23.1,85.0,B,1026.87,Yes,7,67.3,0
36.59,55.0,B,1101.95,No,5,,1
24.19,50.0,A,1310.75,Yes,5,49.38,1
15.53,95.0,B,1191.62,No,1,1.01,1
26.81,74.0,B,691.82,Yes,7,5.72,0
35.0,79.0,A,989.87,No,3,39.67,0
28.81,51.0,B,741.68,No,4,23.71,0
24.66,71.0,A,866.03,No,1,36.05,1
32.14,6.0,A,1372.79,Yes,3,48.99,0
32.29,67.0,A,1218.86,No,6,57.58,1
,90.0,A,951.02,No,1,22.88,0
28.65,44.0,B,851.74,No,1,84.6,0
26.54,26.0,B,957.31,No,3,43.39,0
32.37,73.0,A,1275.73,No,7,38.91,0
31.98,4.0,C,709.3,No,2,5.13,0
25.73,11.0,A,,No,4,11.1,1
28.03,92.0,C,620.83,Yes,6,75.0,0
35.37,70.0,B,1027.01,No,9,50.55,0
29.64,37.0,C,1062.36,No,7,26.87,1
22.34,28.0,B,917.73,Yes,6,1.66,0
27.38,1.0,A,1028.13,Yes,9,9.01,1
26.92,91.0,B,401.87,Yes,4,,0
26.68,84.0,B,994.45,No,1,7.32,1
31.59,72.0,B,399.85,Yes,9,12.15,0
27.83,54.0,C,1211.19,No,7,8.69,0
28.55,37.0,B,1108.26,Yes,1,38.87,1
40.3,12.0,B,1476.97,Yes,5,8.52,0
33.84,68.0,A,1119.78,No,4,6.24,0
35.72,40.0,C,375.94,No,8,6.04,1
29.16,5.0,C,671.29,No,8,14.24,0
31.97,62.0,B,620.4,Yes,6,52.55,1
28.56,,B,389.94,Yes,5,20.32,0
39.34,43.0,B,1140.73,No,5,32.24,1
33.96,16.0,B,1400.39,No,1,2.84,0
30.48,90.0,A,947.05,Yes,6,6.57,1
32.22,,B,779.18,Yes,8,10.42,0
21.88,65.0,B,857.31,Yes,4,1.07,0
29.49,37.0,C,881.79,No,6,30.24,0
,41.0,C,1076.61,Yes,5,35.41,0
20.17,79.0,C,8803.4,Yes,6,7.1,1
33.99,52.0,A,850.1,Yes,7,11.63,1
28.31,43.0,C,848.94,Yes,9,45.85,1
24.91,40.0,C,1222.3,No,1,0.05,0
28.85,,B,977.04,No,1,24.0,0
30.43,2.0,C,952.24,No,3,41.85,0
28.93,31.0,C,852.65,Yes,6,46.79,1
32.79,76.0,A,1017.8,No,6,21.88,1
33.62,,B,949.1,No,5,24.02,0
26.49,40.0,B,927.03,No,2,,1
24.51,72.0,B,995.69,No,3,3.29,1
25.99,48.0,A,8855.7,Yes,4,2.98,0
34.93,42.0,C,564.14,No,6,5.34,0
33.96,99.0,B,1164.23,No,8,22.0,1
30.89,31.0,A,700.81,No,1,6.24,1
33.38,57.0,A,949.9,Yes,3,5.39,0
,36.0,B,812.46,Yes,6,25.93,1
15.62,68.0,A,951.45,No,3,,0
33.38,28.0,A,738.52,No,9,1.4,0
,7.0,A,1069.93,Yes,5,,1
33.62,16.0,B,832.18,Yes,4,29.23,1
29.88,7.0,C,1448.09,No,9,7.62,0
38.2,60.0,A,881.7,Yes,3,10.15,1
27.84,53.0,B,903.74,Yes,1,19.04,0
29.65,68.0,A,797.81,No,7,22.12,1
31.02,93.0,A,736.39,No,4,1.3,1
28.17,28.0,A,983.0,No,3,1.02,0
31.99,40.0,B,668.71,No,9,24.83,0
36.61,4.0,B,1360.66,No,6,20.97,0
24.33,60.0,C,717.82,No,8,55.15,0
22.33,9.0,C,1101.06,No,1,45.55,1
33.46,38.0,A,961.9,No,3,27.3,0
25.95,28.0,A,1189.94,No,9,32.75,1
21.02,57.0,C,1481.75,No,7,2.25,1
25.59,,A,471.38,No,9,19.11,0
34.54,83.0,C,1428.52,Yes,5,11.68,1
22.76,22.0,A,674.51,Yes,8,19.38,1
28.89,55.0,B,499.33,No,8,6.5,0
26.83,62.0,A,1231.89,Yes,2,8.61,0
36.96,55.0,C,961.16,No,8,22.35,0
34.75,61.0,A,1355.81,No,6,10.93,0
29.21,14.0,C,1096.26,Yes,2,11.89,0
37.5,68.0,C,1518.94,Yes,6,3.59,1
,9.0,C,1220.65,No,3,3.01,0
30.05,17.0,C,1104.74,Yes,4,18.07,0
38.9,68.0,B,12885.8,No,9,22.19,0
23.95,47.0,B,723.96,No,8,0.84,0
35.13,57.0,A,967.19,No,5,22.04,0
22.31,45.0,B,1285.02,Yes,4,6.41,0
33.03,84.0,B,,No,6,1.72,0
28.33,17.0,C,560.97,Yes,7,4.85,1
30.03,21.0,A,627.87,Yes,5,4.02,1
30.51,6.0,B,1075.88,No,4,3.15,1
27.65,15.0,A,738.12,Yes,5,7.26,1
28.69,56.0,A,814.33,No,8,22.24,1
20.64,46.0,B,850.96,Yes,3,40.84,1
23.83,21.0,C,780.9,No,6,9.1,1
33.91,50.0,B,1183.73,No,3,6.16,1
35.98,68.0,C,935.9,Yes,5,52.61,0
25.55,33.0,C,1293.06,Yes,1,5.75,1
30.93,2.0,B,702.99,Yes,8,55.14,1
25.95,,A,1102.18,No,2,9.48,0
31.55,94.0,B,602.43,Yes,7,0.45,0
25.26,36.0,C,920.4,Yes,9,15.05,1
23.23,39.0,C,1061.14,No,8,27.24,0
,9.0,A,656.8,Yes,6,7.12,1
,44.0,C,1420.16,Yes,8,61.6,0
26.27,3.0,A,936.76,No,9,12.3,1
34.13,33.0,C,1151.2,No,4,10.78,0
23.74,43.0,B,1078.31,No,3,18.3,1
22.94,9.0,C,884.94,Yes,6,4.69,1
30.67,72.0,B,1006.72,Yes,3,24.16,0
22.84,18.0,B,849.96,Yes,6,9.85,1
26.6,71.0,B,422.2,Yes,8,3.57,0
40.9,6.0,C,811.81,No,8,27.27,1
28.87,72.0,A,880.31,No,5,0.35,1
,32.0,A,745.99,No,3,36.83,0
21.05,98.0,C,1328.77,Yes,8,,0
37.43,37.0,C,1339.86,Yes,5,8.59,0
31.75,27.0,B,677.87,No,8,4.68,0
35.9,96.0,B,1057.73,No,1,11.61,0
29.45,42.0,C,953.13,No,7,0.93,0
27.5,26.0,C,1157.37,Yes,2,111.79,1
29.67,62.0,A,,Yes,3,5.22,1
32.73,47.0,B,1243.06,Yes,3,0.91,0
25.93,11.0,C,703.07,No,5,5.46,0
36.59,93.0,B,1351.76,Yes,9,6.49,1
28.77,75.0,C,886.75,Yes,9,15.39,0
34.28,42.0,B,820.03,Yes,7,2.67,1
27.73,10.0,A,656.49,Yes,4,39.57,1
25.62,31.0,B,1240.62,Yes,4,0.66,1
32.67,44.0,B,1407.42,Yes,4,14.04,0
23.73,96.0,C,648.01,Yes,8,,0
28.76,54.0,C,581.88,No,1,5.89,1
24.32,38.0,C,11361.099999999999,No,8,1.65,0
31.39,81.0,B,1205.48,Yes,8,14.03,0
28.83,56.0,B,893.35,No,1,28.45,0
30.53,6.0,A,1031.64,Yes,4,30.95,1
27.02,44.0,A,893.31,No,4,19.43,0
24.67,21.0,C,1057.42,No,3,25.02,0
40.27,66.0,C,1110.42,No,2,7.14,0
25.05,5.0,C,481.67,Yes,7,0.67,1
34.68,32.0,C,1100.83,No,1,8.26,0
34.63,74.0,B,1365.48,Yes,6,10.45,0
33.5,56.0,B,,No,2,35.35,0
28.76,7.0,C,1102.94,No,7,8.72,1
35.92,66.0,A,807.11,No,2,35.5,0
34.63,84.0,A,755.53,Yes,7,22.95,1
20.08,34.0,C,858.95,No,1,17.26,1
35.05,4.0,A,1465.21,Yes,2,5.65,0
26.46,37.0,A,1035.64,No,1,15.86,0
26.81,,C,717.15,Yes,4,34.87,0
27.32,77.0,C,855.55,Yes,8,13.19,1
32.41,74.0,A,1070.18,Yes,3,8.86,0
33.07,9.0,B,881.89,Yes,5,10.79,0
23.16,41.0,B,992.85,No,8,60.73,1
28.01,58.0,A,969.47,No,1,2.22,0
25.67,77.0,A,1041.03,No,2,5.18,1
,77.0,C,927.4,No,2,6.41,0
24.88,51.0,C,1605.38,Yes,6,1.64,0
19.69,14.0,C,1248.57,No,4,41.16,0
33.42,3.0,C,1514.06,No,9,6.29,0
29.16,10.0,B,486.05,Yes,3,2.39,1
,24.0,A,1121.89,Yes,5,0.82,0
33.72,5.0,C,660.35,No,9,3.7,0
,66.0,C,733.08,Yes,6,7.28,1
,92.0,B,1186.91,No,8,37.54,0
43.66,27.0,C,1132.27,No,8,36.2,0
35.02,47.0,B,1271.79,No,8,18.12,0
21.19,35.0,A,,No,5,0.61,0
33.15,42.0,A,904.55,Yes,5,30.88,1
35.29,48.0,A,1045.23,No,3,,0
25.06,71.0,B,1183.33,No,8,5.82,0
27.47,,A,896.78,No,5,2.56,1
31.36,34.0,B,915.65,Yes,2,,1
27.61,12.0,B,437.4,No,4,22.27,0
23.17,96.0,B,1080.91,No,4,6.99,0
36.69,52.0,A,982.8,No,4,24.26,1
34.58,67.0,B,1420.92,Yes,5,26.15,1
31.44,92.0,B,1119.26,No,9,17.03,1
33.8,56.0,A,1058.84,No,6,87.55,0
32.73,78.0,B,1127.95,Yes,2,15.11,1
24.02,53.0,C,,Yes,9,57.74,0
32.69,5.0,A,1125.18,No,4,61.04,0
,94.0,A,1388.17,Yes,5,15.83,1
22.47,98.0,B,587.81,Yes,9,28.09,1
31.75,71.0,A,619.2,No,3,16.04,0
26.57,85.0,A,496.14,No,2,5.47,1
25.11,26.0,B,635.16,Yes,3,20.39,1
,,C,664.09,No,6,6.97,1
32.1,32.0,A,832.21,Yes,1,18.19,0
27.73,3.0,A,492.0,Yes,4,1.5,0
31.47,11.0,B,1238.17,No,7,5.09,0
23.53,21.0,B,815.41,Yes,9,,0
27.13,61.0,A,857.56,Yes,8,2.75,0
29.49,41.0,B,808.21,No,9,28.79,0
30.98,1.0,B,1023.3,No,6,1.66,0
33.14,98.0,A,,Yes,2,3.61,0
29.21,99.0,A,676.14,No,1,4.37,1
37.68,45.0,B,1144.95,Yes,6,30.45,0
,92.0,A,1271.33,No,4,5.39,1
31.6,40.0,A,689.07,Yes,5,0.94,0
28.24,46.0,B,1365.47,Yes,3,10.78,0
20.48,55.0,A,,No,6,7.55,0
25.75,39.0,A,496.17,No,5,24.4,0
28.14,69.0,B,1288.94,Yes,4,6.97,0
26.66,25.0,B,556.73,Yes,7,41.51,0
21.04,64.0,A,1236.12,No,6,43.29,1
26.59,60.0,B,1031.94,No,4,69.21,0
29.14,44.0,A,861.73,Yes,3,31.66,0
25.47,26.0,A,1144.81,Yes,2,2.1,0
38.98,91.0,C,1568.95,No,5,25.13,0
,66.0,C,1153.11,Yes,4,1.16,1
31.45,13.0,A,599.77,Yes,3,1.68,0
30.35,,A,1131.21,No,8,22.54,0
30.58,57.0,B,919.21,No,3,4.1,0
35.24,22.0,A,7384.8,No,6,10.13,0
,84.0,B,587.36,Yes,9,17.74,1
25.58,55.0,A,1042.39,Yes,4,17.28,1
41.8,17.0,B,739.73,Yes,9,18.67,1
33.01,68.0,B,609.0,Yes,3,5.82,1
30.5,12.0,A,1245.63,No,7,,0
34.38,29.0,B,1608.67,No,3,17.43,0
28.82,69.0,A,917.34,No,2,33.21,1
24.52,76.0,A,1177.44,Yes,8,17.02,1
21.74,56.0,B,1286.23,No,4,77.29,0
33.34,61.0,B,1187.06,No,5,17.15,0
29.2,37.0,B,1275.04,No,2,7.41,0
40.32,63.0,A,1123.3,Yes,3,8.68,0
31.65,34.0,A,1288.79,Yes,9,31.26,1
36.82,20.0,B,729.92,Yes,8,11.91,1
32.27,38.0,C,1235.09,Yes,1,16.9,1
29.7,39.0,A,1024.33,No,4,35.3,1
30.29,42.0,A,1089.85,Yes,1,6.97,1
22.64,2.0,B,558.06,No,6,14.68,1
23.46,77.0,A,1162.24,Yes,9,3.53,0
33.83,70.0,C,898.8,No,6,,0
28.32,,A,986.87,No,9,0.57,0
24.87,67.0,A,1485.46,No,7,15.63,0
,39.0,B,1425.92,Yes,8,,0
26.3,94.0,C,1400.94,No,6,3.92,0
39.73,92.0,A,1265.19,No,9,18.75,1
29.47,39.0,C,1327.97,No,3,54.45,0
27.39,53.0,B,1531.31,No,1,0.82,1
29.33,40.0,B,,Yes,9,2.15,0
20.26,37.0,A,463.98,Yes,1,,0
28.03,26.0,B,955.71,Yes,5,3.5,0
23.56,44.0,C,983.46,No,8,107.89,1
26.77,4.0,A,,Yes,2,6.84,0
37.45,78.0,A,1034.87,No,2,54.75,1
31.2,8.0,C,1242.7,Yes,2,7.3,1
35.5,68.0,C,943.19,No,5,8.44,1
29.49,29.0,A,1334.24,No,8,18.93,1
33.8,95.0,A,1086.16,No,5,28.78,0
27.81,89.0,C,510.93,No,8,6.25,0
37.5,43.0,A,1356.32,No,9,2.76,1
34.52,60.0,B,503.31,No,2,3.07,0
27.68,99.0,C,1391.3,No,1,5.03,0
30.31,,B,1087.11,Yes,3,2.78,0
27.61,35.0,A,936.09,No,9,,0
34.62,74.0,A,1084.2,Yes,7,10.15,1
40.7,48.0,C,1016.12,No,4,14.73,0
25.7,32.0,C,600.54,No,9,77.95,0
21.53,13.0,B,923.84,No,1,41.45,0
24.72,45.0,A,,No,2,18.54,0
,76.0,C,982.21,No,7,34.31,0
24.59,48.0,B,659.15,No,3,23.38,1
,18.0,A,1268.58,No,3,18.97,1
35.79,84.0,A,998.97,No,1,5.06,0
36.27,70.0,B,1543.57,No,5,3.8,0
42.39,14.0,C,878.48,No,6,45.42,0
28.12,45.0,C,863.12,Yes,2,37.99,1
32.37,99.0,C,1045.53,No,8,21.24,1
26.01,29.0,B,879.35,Yes,8,45.07,0
31.95,69.0,C,1055.9,Yes,6,4.33,1
35.51,33.0,B,13137.6,No,9,50.27,0
31.5,55.0,C,1207.4,No,1,2.48,1
27.46,16.0,A,809.33,Yes,2,35.95,0
28.79,63.0,C,1123.07,No,5,19.33,1
36.03,83.0,A,716.32,Yes,3,6.49,0
24.42,34.0,C,999.52,No,2,63.74,1
25.94,96.0,A,1016.6,Yes,6,71.57,1
26.14,40.0,B,736.11,No,8,2.45,0
32.75,8.0,A,500.52,Yes,2,4.01,0
27.8,34.0,C,1615.43,Yes,2,57.89,0
31.49,3.0,B,528.77,Yes,3,28.62,1
,39.0,B,1526.48,No,3,2.89,0
25.94,95.0,B,1442.89,No,5,5.36,0
30.79,65.0,B,496.37,Yes,4,33.0,0
34.31,36.0,C,934.55,No,3,40.25,0
33.43,84.0,C,1223.05,Yes,5,0.11,1
35.15,20.0,C,1532.24,Yes,9,1.1,0
34.03,9.0,A,1369.34,No,9,9.48,0
23.26,97.0,A,1497.11,No,2,37.0,0
27.1,15.0,B,1419.17,Yes,5,10.05,0
33.84,54.0,C,1313.55,No,5,16.59,0
23.84,55.0,A,10911.199999999999,Yes,4,82.86,1
31.57,94.0,B,1026.86,Yes,7,7.49,0
27.15,74.0,B,,Yes,9,22.55,0
29.17,11.0,B,1296.36,Yes,7,46.38,1
22.9,24.0,B,931.38,No,8,22.35,0
24.32,94.0,C,1336.46,Yes,1,8.69,1
36.14,32.0,C,1227.27,No,6,143.41,0
25.52,32.0,C,592.36,No,8,60.96,0
26.23,73.0,A,,No,3,3.28,1
30.79,46.0,C,1143.48,Yes,9,13.75,0
26.87,71.0,B,880.79,No,9,2.57,1
35.94,51.0,B,1014.2,No,6,6.08,1
36.23,58.0,B,1251.62,Yes,4,40.79,0
22.35,85.0,C,879.83,Yes,6,1.73,0
29.09,95.0,A,940.11,No,8,8.47,0
18.77,24.0,A,942.79,No,9,19.25,0
41.96,64.0,C,1058.58,Yes,3,11.0,0
24.07,64.0,C,1018.7,Yes,7,1.63,1
26.4,79.0,A,318.11,No,8,14.9,0
32.06,26.0,A,989.61,No,1,41.54,0
29.89,79.0,A,879.37,No,9,37.61,1
32.64,27.0,A,516.9,No,1,33.05,0
34.19,95.0,C,-41.88,No,3,47.47,1
31.77,17.0,B,436.82,No,2,,0
36.6,40.0,B,621.72,Yes,7,28.16,0
,20.0,A,1119.61,Yes,2,1.73,0
29.06,34.0,C,859.21,No,7,11.95,0
28.11,80.0,C,1495.82,No,2,1.78,0
32.05,88.0,B,1126.12,No,9,31.59,0
40.29,97.0,C,1410.55,Yes,4,27.45,0
32.63,34.0,B,759.11,Yes,7,40.89,0
33.43,32.0,A,455.63,Yes,8,64.42,0
20.32,68.0,C,1072.53,Yes,9,53.33,0
18.49,4.0,C,1308.13,No,1,18.64,0
23.29,74.0,C,716.99,Yes,8,36.87,1
29.71,7.0,A,,Yes,6,8.99,1
35.23,,C,1174.69,No,4,15.76,1
26.11,16.0,B,1135.86,Yes,8,102.8,1
34.98,12.0,B,548.58,Yes,6,24.61,0
33.72,59.0,C,589.68,No,7,7.15,1
30.01,96.0,A,574.63,No,1,3.32,1
28.76,77.0,B,1061.43,No,4,12.67,0
